"w1","w2","loss"
0.805,0.29375,0.00064809099271876
0.81,0.29375,0.000667503377292521
0.815,0.29375,0.000696962611947925
0.82,0.29375,0.000736375934601027
0.825,0.29375,0.000785650862179989
0.83,0.29375,0.000844695193788712
0.835,0.29375,0.000913417013789465
0.84,0.29375,0.000991724694807443
0.845,0.29375,0.00107952690065996
0.85,0.29375,0.00117673258921308
0.855,0.29375,0.00128325101516819
0.86,0.29375,0.00139899173278121
0.865,0.29375,0.00152386459851674
0.87,0.29375,0.00165777977363979
0.875,0.29375,0.00180064772674707
0.88,0.29375,0.00195237923624048
0.885,0.29375,0.00211288539274462
0.89,0.29375,0.00228207760147069
0.895,0.29375,0.0024598675845286
0.9,0.29375,0.00264616738318941
0.7,0.3,0.00282103933087848
0.705,0.3,0.00259935902506828
0.71,0.3,0.00238973711095827
0.715,0.3,0.0021920769133401
0.72,0.3,0.00200628193823764
0.725,0.3,0.0018322558783469
0.73,0.3,0.0016699026183225
0.735,0.3,0.00151912623991529
0.74,0.3,0.00137983102696506
0.745,0.3,0.00125192147025288
0.75,0.3,0.00113530227221706
0.755,0.3,0.00102987835153688
0.76,0.3,0.000935554847588075
0.765,0.3,0.000852237124774206
0.77,0.3,0.000779830776737582
0.775,0.3,0.000718241630453761
0.78,0.3,0.000667375750213296
0.785,0.3,0.000627139441494427
0.79,0.3,0.000597439254730344
0.795,0.3,0.000578181988974553
0.8,0.3,0.000569274695467809
0.805,0.3,0.000570624681110002
0.81,0.3,0.000582139511840306
0.815,0.3,0.000603727015928823
0.82,0.3,0.000635295287182889
0.825,0.3,0.00067675268807107
0.83,0.3,0.000728007852767925
0.835,0.3,0.000788969690122374
0.84,0.3,0.000859547386552563
0.845,0.3,0.000939650408869958
0.85,0.3,0.00102918850703537
0.855,0.3,0.00112807171684947
0.86,0.3,0.00123621036258043
0.865,0.3,0.00135351505953094
0.87,0.3,0.00147989671654719
0.875,0.3,0.00161526653847193
0.88,0.3,0.00175953602854398
0.885,0.3,0.00191261699074615
0.89,0.3,0.00207442153210375
0.895,0.3,0.00224486206493577
0.9,0.3,0.00242385130906034
0.7,0.30625,0.00292703951169971
0.705,0.30625,0.00269708739276756
0.71,0.30625,0.00247919841374452
0.715,0.30625,0.00227327694592214
0.72,0.30625,0.00207922753520278
0.725,0.30625,0.00189695490731987
0.73,0.30625,0.00172636397290928
0.735,0.30625,0.0015673598324364
0.74,0.30625,0.00141984778098297
0.745,0.30625,0.00128373331289815
0.75,0.30625,0.00115892212631777
0.755,0.30625,0.00104532012755612
0.76,0.30625,0.000942833435374156
0.765,0.30625,0.000851368385128086
0.77,0.30625,0.00077083153280242
0.775,0.30625,0.00070112965893114
0.78,0.30625,0.000642169772410823
0.785,0.30625,0.000593859114209423
0.79,0.30625,0.000556105160974267
0.795,0.30625,0.00052881562854288
0.8,0.30625,0.000511898475359991
0.805,0.30625,0.000505261905804226
0.81,0.30625,0.00050881437342765
0.815,0.30625,0.000522464584111516
0.82,0.30625,0.000546121499141237
0.825,0.30625,0.000579694338203741
0.83,0.30625,0.000623092582310133
0.835,0.30625,0.000676225976646579
0.84,0.30625,0.000739004533356236
0.845,0.30625,0.00081133853425496
0.85,0.30625,0.000893138533483462
0.855,0.30625,0.000984315360098466
0.86,0.30625,0.00108478012060541
0.865,0.30625,0.00119444420143506
0.87,0.30625,0.0013132192713664
0.875,0.30625,0.00144101728389807
0.88,0.30625,0.00157775047957057
0.885,0.30625,0.00172333138824115
0.89,0.30625,0.00187767283131376
0.895,0.30625,0.0020406879239256
0.9,0.30625,0.00221229007709256
0.7,0.3125,0.00304635522446415
0.705,0.3125,0.00280808636980813
0.71,0.3125,0.00258188442057409
0.715,0.3125,0.00236765480326095
0.72,0.3125,0.00216530311251211
0.725,0.3125,0.00197473511611371
0.73,0.3125,0.00179585675984863
0.735,0.3125,0.0016285741722106
0.74,0.3125,0.00147279366898271
0.745,0.3125,0.00132842175768464
0.75,0.3125,0.00119536514189276
0.755,0.3125,0.0010735307254373
0.76,0.3125,0.00096282561648056
0.765,0.3125,0.000863157131480147
0.77,0.3125,0.000774432799041302
0.775,0.3125,0.000696560363661948
0.78,0.3125,0.000629447789374395
0.785,0.3125,0.00057300326328728
0.79,0.3125,0.000527135199031428
0.795,0.3125,0.000491752240113117
0.8,0.3125,0.000466763263178223
0.805,0.3125,0.000452077381190615
0.81,0.3125,0.000447603946528094
0.815,0.3125,0.000453252553999087
0.82,0.3125,0.000468933043783209
0.825,0.3125,0.000494555504298775
0.83,0.3125,0.000530030275000195
0.835,0.3125,0.000575267949108154
0.84,0.3125,0.00063017937627538
0.845,0.3125,0.000694675665190695
0.85,0.3125,0.000768668186124039
0.855,0.3125,0.000852068573414942
0.86,0.3125,0.000944788727907027
0.865,0.3125,0.0010467408193308
0.87,0.3125,0.00115783728863721
0.875,0.3125,0.00127799085028403
0.88,0.3125,0.00140711449447737
0.885,0.3125,0.0015451214893703
0.89,0.3125,0.00169192538322062
0.895,0.3125,0.00184744000650967
0.9,0.3125,0.0020115794740241
0.7,0.31875,0.00317902873415357
0.705,0.31875,0.00293239981690987
0.71,0.31875,0.00269784057609851
0.715,0.31875,0.00247525750184391
0.72,0.31875,0.00226455724610835
